City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
391,Zenzeli,RU,2022-08-02 23:41:56,45.9241,47.0474,78.62,46,8,1.86
392,Kirkwall,GB,2022-08-02 23:41:56,58.9848,-2.9587,57.25,94,75,9.22
393,Monte San Pietro,IT,2022-08-02 23:41:57,44.4378,11.1357,72.82,72,0,3.44
394,Grand Gaube,MU,2022-08-02 23:41:57,-20.0064,57.6608,68.4,79,0,1.99
395,Chabahar,IR,2022-08-02 23:41:57,25.2919,60.643,82.49,86,90,5.48
396,Hopelchen,MX,2022-08-02 23:41:58,19.7667,-89.85,90.73,39,48,4.09
397,Sao Jose Da Coroa Grande,BR,2022-08-02 23:39:20,-8.8978,-35.1478,75.42,88,82,6.35
398,Hyeres,FR,2022-08-02 23:41:58,43.1167,6.1167,77.68,73,56,0.0
399,Nelipyno,UA,2022-08-02 23:41:59,48.561,23.0315,63.16,80,6,5.44
400,Tiarei,PF,2022-08-02 23:41:59,-17.5333,-149.3333,82.0,74,8,23.06
401,Alizai,PK,2022-08-02 23:41:59,33.5383,70.3462,75.56,64,77,1.77
402,Waingapu,ID,2022-08-02 23:42:00,-9.6567,120.2641,76.93,71,35,4.54
403,Plouzane,FR,2022-08-02 23:42:00,48.3833,-4.6167,62.78,100,100,5.75
404,Kindu,CD,2022-08-02 23:42:00,-2.95,25.95,71.06,83,96,2.42
405,Hermosillo,MX,2022-08-02 23:38:03,29.0667,-110.9667,100.31,41,40,8.01
406,Novo Aripuana,BR,2022-08-02 23:42:01,-5.1206,-60.3797,76.75,83,67,2.46
407,Jega,NG,2022-08-02 23:42:01,12.2175,4.3792,77.11,85,100,5.37
408,Nanortalik,GL,2022-08-02 23:42:01,60.1432,-45.2371,45.5,81,18,9.19
409,Gladstone,AU,2022-08-02 23:40:37,-23.85,151.25,69.78,77,100,4.61
410,Tigil,RU,2022-08-02 23:42:02,57.8,158.6667,55.0,90,100,9.4
411,Tautira,PF,2022-08-02 23:39:42,-17.7333,-149.15,76.95,75,21,21.16
412,Divinopolis,BR,2022-08-02 23:39:44,-20.1389,-44.8839,73.4,39,48,4.68
413,Ilulissat,GL,2022-08-02 23:42:02,69.2167,-51.1,50.02,81,40,4.61
414,Harbour Breton,CA,2022-08-02 23:42:03,47.4833,-55.7983,63.07,91,39,6.62
415,Dingle,PH,2022-08-02 23:42:03,10.9995,122.6711,81.66,82,94,5.57
416,Trairi,BR,2022-08-02 23:38:19,-3.2778,-39.2689,78.08,82,16,10.07
417,Acarau,BR,2022-08-02 23:41:39,-2.8856,-40.12,78.67,83,26,15.01
418,Sakakah,SA,2022-08-02 23:43:04,29.9697,40.2064,92.77,18,1,12.77
419,Fayaoue,NC,2022-08-02 23:38:22,-20.65,166.5333,77.09,81,58,6.33
420,Salalah,OM,2022-08-02 23:43:04,17.0151,54.0924,77.09,94,100,4.61
421,George Town,MY,2022-08-02 23:43:05,5.4112,100.3354,78.73,91,40,9.22
422,Taksimo,RU,2022-08-02 23:43:05,56.3444,114.8794,70.63,70,77,1.92
423,Millinocket,US,2022-08-02 23:43:05,45.6573,-68.7098,73.51,94,75,4.61
424,Marsh Harbour,BS,2022-08-02 23:43:06,26.5412,-77.0636,82.69,65,0,9.66
425,Ambilobe,MG,2022-08-02 23:40:42,-13.2,49.05,60.35,84,0,3.91
426,Antanifotsy,MG,2022-08-02 23:43:06,-19.65,47.3167,43.9,94,52,1.61
427,Hofn,IS,2022-08-02 23:40:32,64.2539,-15.2082,49.05,72,64,10.18
428,Suntar,RU,2022-08-02 23:43:07,62.1444,117.6319,64.98,91,84,5.41
429,Key Largo,US,2022-08-02 23:40:49,25.0865,-80.4473,84.99,58,5,17.6
430,Enna,IT,2022-08-02 23:43:07,37.5588,14.2892,74.23,44,0,3.15
431,Burdur,TR,2022-08-02 23:43:08,37.7203,30.2908,74.1,46,0,21.85
432,Tubuala,PA,2022-08-02 23:39:31,9.5167,-79.0333,78.89,84,100,5.32
433,Lodwar,KE,2022-08-02 23:43:09,3.1191,35.5973,75.76,62,96,3.69
434,Pisco,PE,2022-08-02 23:43:09,-13.7,-76.2167,62.65,72,0,13.8
435,Mwinilunga,ZM,2022-08-02 23:43:10,-11.7358,24.4293,59.09,48,26,4.29
436,Prainha,BR,2022-08-02 23:43:10,-1.8,-53.48,76.37,85,91,3.69
437,Preeceville,CA,2022-08-02 23:43:10,51.95,-102.6677,62.58,77,60,25.26
438,Luba,GQ,2022-08-02 23:43:11,3.4568,8.5547,75.09,83,84,6.87
439,Palu,ID,2022-08-02 23:43:11,-0.8917,119.8707,78.94,89,89,2.01
440,Cabo San Lucas,MX,2022-08-02 23:43:12,22.8909,-109.9124,92.61,55,20,6.91
441,Gohpur,IN,2022-08-02 23:43:12,26.8833,93.6333,77.97,94,100,1.54
442,Megion,RU,2022-08-02 23:43:13,61.0296,76.1136,53.62,78,37,7.38
443,Ziniare,BF,2022-08-02 23:43:13,12.5822,-1.2983,78.84,75,100,8.9
444,Maningrida,AU,2022-08-02 23:43:13,-12.0667,134.2667,80.85,67,65,9.95
445,Say,NE,2022-08-02 23:43:14,13.1007,2.3689,75.76,76,93,7.56
446,Tazovskiy,RU,2022-08-02 23:43:14,67.4667,78.7,50.79,83,58,3.49
447,Bikin,RU,2022-08-02 23:43:14,46.8161,134.26,78.51,86,32,4.97
448,Sri Aman,MY,2022-08-02 23:43:15,1.2376,111.4621,75.25,100,94,0.0
449,Nago,JP,2022-08-02 23:43:15,26.5881,127.9761,86.85,75,6,1.19
450,Bushehr,IR,2022-08-02 23:43:16,28.9684,50.8385,91.49,49,0,0.0
451,Derendingen,CH,2022-08-02 23:43:16,47.1985,7.5884,69.42,78,71,0.0
452,Payakumbuh,ID,2022-08-02 23:43:16,-0.2202,100.6308,69.6,97,100,2.28
453,Dunedin,NZ,2022-08-02 23:39:08,-45.8742,170.5036,54.43,61,18,16.62
454,Te Anau,NZ,2022-08-02 23:43:17,-45.4167,167.7167,48.29,79,94,8.97
455,Celestun,MX,2022-08-02 23:43:18,20.8667,-90.4,83.05,79,36,19.3
456,Zheleznodorozhnyy,RU,2022-08-02 23:43:18,55.7503,38.0042,64.62,63,100,3.06
457,Silanga,PH,2022-08-02 23:43:18,11.8181,124.8431,81.21,81,95,2.64
458,Labuhan,ID,2022-08-02 23:43:19,-6.8844,112.2051,77.23,86,57,6.22
459,Acapulco,MX,2022-08-02 23:43:19,16.8634,-99.8901,85.19,75,4,5.7
460,Sinop,TR,2022-08-02 23:43:19,41.7711,34.8709,62.11,88,8,3.91
461,Thiruvananthapuram,IN,2022-08-02 23:43:20,8.4833,76.9167,76.98,88,75,10.36
462,Ilebo,CD,2022-08-02 23:43:20,-4.3167,20.5833,76.44,60,83,3.06
463,Letlhakane,BW,2022-08-02 23:43:21,-21.4167,25.5833,55.2,74,29,15.39
464,Ust-Nera,RU,2022-08-02 23:43:21,64.5667,143.2,73.85,55,98,6.35
465,College,US,2022-08-02 23:44:21,64.8569,-147.8028,66.29,77,75,12.66
466,Liepaja,LV,2022-08-02 23:43:36,56.5419,21.0367,53.58,94,0,5.75
467,Lubumbashi,CD,2022-08-02 23:42:33,-11.6609,27.4794,56.23,70,0,4.34
468,Lavrentiya,RU,2022-08-02 23:44:22,65.5833,-171.0,58.15,54,15,12.37
469,Morristown,US,2022-08-02 23:40:30,36.214,-83.2949,85.91,67,0,6.91
470,Luau,AO,2022-08-02 23:44:22,-10.7073,22.2247,67.46,35,16,5.73
471,Mantua,IT,2022-08-02 23:44:23,45.1667,10.7833,78.04,76,17,1.01
472,Ust-Kalmanka,RU,2022-08-02 23:44:23,52.1207,83.305,57.02,91,46,7.76
473,Weyburn,CA,2022-08-02 23:43:11,49.6668,-103.8511,79.02,47,24,18.41
474,Manado,ID,2022-08-02 23:44:24,1.487,124.8455,75.97,94,20,3.44
475,Rock Sound,BS,2022-08-02 23:44:24,24.9,-76.2,82.58,71,2,12.26
476,San Fernando,PH,2022-08-02 23:43:05,15.0286,120.6898,82.13,82,100,1.28
477,Calbuco,CL,2022-08-02 23:44:25,-41.768,-73.1273,43.81,79,54,3.71
478,Ocampo,MX,2022-08-02 23:44:25,21.65,-101.5,67.69,49,100,2.26
479,Fairbanks,US,2022-08-02 23:44:25,64.8378,-147.7164,66.31,78,75,12.66
480,Kawalu,ID,2022-08-02 23:44:26,-7.3817,108.2082,71.8,91,71,1.3
481,Goundam,ML,2022-08-02 23:44:26,16.4145,-3.6708,87.35,50,97,9.44
482,Luena,AO,2022-08-02 23:44:27,-11.7833,19.9167,59.07,42,12,3.94
483,Urdoma,RU,2022-08-02 23:44:27,61.7533,48.5442,61.95,78,95,2.73
484,Muskegon,US,2022-08-02 23:44:28,43.3,-86.1334,83.25,49,0,8.05
485,Fortuna,US,2022-08-02 23:44:28,40.5982,-124.1573,74.93,72,20,14.97
486,Chumikan,RU,2022-08-02 23:44:28,54.7183,135.315,54.39,99,100,11.05
487,Gonbad-E Qabus,IR,2022-08-02 23:44:29,37.25,55.1672,82.0,48,0,4.59
488,San Carlos De Bariloche,AR,2022-08-02 23:41:25,-41.1456,-71.3082,35.24,69,0,5.75
489,Maniwaki,CA,2022-08-02 23:44:10,46.3834,-75.966,66.58,55,26,5.75
490,Bardsir,IR,2022-08-02 23:44:29,29.9227,56.5743,71.35,32,1,2.01
491,Gamba,GA,2022-08-02 23:44:30,-2.65,10.0,69.31,96,60,5.68
492,Vengerovo,RU,2022-08-02 23:44:30,55.6848,76.7471,50.83,80,7,6.76
493,Nuuk,GL,2022-08-02 23:40:55,64.1835,-51.7216,50.61,81,40,5.75
494,Mercedes,AR,2022-08-02 23:40:34,-34.6515,-59.4307,55.78,85,33,6.55
495,Road Town,VG,2022-08-02 23:42:37,18.4167,-64.6167,84.29,83,40,10.36
496,Black River,JM,2022-08-02 23:44:31,18.0264,-77.8487,82.72,80,84,5.93
497,Shahreza,IR,2022-08-02 23:44:31,32.0339,51.8794,74.95,25,16,3.04
498,Tucuman,AR,2022-08-02 23:44:32,-26.8241,-65.2226,69.8,49,75,1.14
499,Merauke,ID,2022-08-02 23:44:32,-8.4667,140.3333,80.65,78,69,12.26
500,Malanje,AO,2022-08-02 23:40:51,-9.5402,16.341,62.73,65,11,7.56
501,Abalak,RU,2022-08-02 23:44:33,58.1286,68.5944,50.52,81,16,4.59
502,Sesheke,ZM,2022-08-02 23:44:33,-17.4759,24.2968,62.44,52,4,8.84
503,Kampot,KH,2022-08-02 23:44:34,10.6167,104.1833,78.85,84,97,5.53
504,Hambantota,LK,2022-08-02 23:44:34,6.1241,81.1185,78.08,81,100,27.22
505,Panzhihua,CN,2022-08-02 23:44:35,26.5851,101.7128,70.36,93,81,0.2
506,Carutapera,BR,2022-08-02 23:44:35,-1.195,-46.02,77.25,84,13,8.32
507,Vizinga,RU,2022-08-02 23:44:35,61.0749,50.1031,59.02,81,74,4.61
508,Bastia,FR,2022-08-02 23:44:36,42.6667,9.3333,79.3,68,0,4.61
509,Deputatskiy,RU,2022-08-02 23:41:59,69.3,139.9,48.24,71,98,3.13
510,Pangnirtung,CA,2022-08-02 23:40:46,66.1451,-65.7125,49.01,74,76,1.9
511,Ngorongoro,TZ,2022-08-02 23:44:37,-3.2397,35.4875,46.33,81,45,6.35
512,Waitati,NZ,2022-08-02 23:45:37,-45.75,170.5667,54.91,59,13,7.58
513,Ringsted,DK,2022-08-02 23:45:37,55.4426,11.7901,66.38,72,100,9.33
514,Maple Creek,CA,2022-08-02 23:45:38,49.9168,-109.4848,77.05,25,3,13.8
515,Saint-Paul,RE,2022-08-02 23:45:38,-21.0096,55.2707,66.36,78,12,3.33
516,Segou,ML,2022-08-02 23:45:39,13.4317,-6.2157,80.13,64,98,5.12
517,Marabba,SD,2022-08-02 23:45:39,12.35,32.1833,72.34,91,87,12.57
518,Zaozerne,UA,2022-08-02 23:45:40,45.1582,33.2787,72.07,75,0,10.45
519,Artemisa,CU,2022-08-02 23:45:40,22.814,-82.7561,78.98,74,16,10.49
520,Zastron,ZA,2022-08-02 23:45:40,-30.3023,27.084,50.72,64,100,1.81
521,Sampit,ID,2022-08-02 23:45:41,-2.5333,112.95,74.71,96,72,1.92
522,Springhill,US,2022-08-02 23:45:41,33.006,-93.4668,85.89,50,49,2.35
523,Talnakh,RU,2022-08-02 23:45:42,69.4865,88.3972,45.21,64,2,2.46
524,Aldergrove,CA,2022-08-02 23:44:42,49.058,-122.4709,77.76,57,40,9.22
525,Malakal,SS,2022-08-02 23:45:42,9.5334,31.6605,69.76,92,95,3.44
526,Port-Gentil,GA,2022-08-02 23:45:42,-0.7193,8.7815,75.16,83,40,9.22
527,Nome,US,2022-08-02 23:45:43,64.5011,-165.4064,70.16,71,0,18.41
528,Orange Cove,US,2022-08-02 23:45:43,36.6244,-119.3137,101.79,25,0,4.61
529,Gari,RU,2022-08-02 23:45:44,59.4307,62.3497,51.15,85,3,1.36
530,Peniche,PT,2022-08-02 23:42:18,39.3558,-9.3811,68.29,91,98,15.55
531,San Roque,ES,2022-08-02 23:45:44,36.2107,-5.3842,72.43,94,40,8.05
532,Biak,ID,2022-08-02 23:45:45,-0.9131,122.8766,78.04,79,81,6.17
533,Japura,ID,2022-08-02 23:45:45,-0.3167,102.35,73.31,97,100,3.71
534,Calama,CL,2022-08-02 23:45:46,-22.4667,-68.9333,49.96,26,0,2.75
535,Quelimane,MZ,2022-08-02 23:45:46,-17.8786,36.8883,71.55,83,0,2.3
536,Altamont,US,2022-08-02 23:44:49,42.2068,-121.7372,78.76,68,75,0.0
537,Berlevag,NO,2022-08-02 23:45:47,70.8578,29.0864,55.2,100,100,8.05
538,Luderitz,NA,2022-08-02 23:45:47,-26.6481,15.1594,53.71,80,1,5.44
539,Sisophon,KH,2022-08-02 23:45:47,13.5859,102.9737,77.77,88,96,3.51
540,Minab,IR,2022-08-02 23:45:48,27.1467,57.0801,91.72,55,99,0.0
541,Teahupoo,PF,2022-08-02 23:45:48,-17.8333,-149.2667,75.16,75,27,21.47
542,Kailua,US,2022-08-02 23:40:56,21.4022,-157.7394,84.18,61,20,14.97
543,Stromness,GB,2022-08-02 23:45:41,58.965,-3.296,57.16,89,100,8.99
544,Songea,TZ,2022-08-02 23:45:49,-10.6833,35.65,58.33,75,74,1.83
545,Martyush,RU,2022-08-02 23:45:50,56.4,61.8819,52.7,88,7,6.67
546,Carupano,VE,2022-08-02 23:45:50,10.6678,-63.2585,77.83,89,21,11.52
547,Denpasar,ID,2022-08-02 23:45:50,-8.65,115.2167,76.71,100,40,3.44
548,Navalgund,IN,2022-08-02 23:45:51,15.5667,75.3667,74.1,87,100,6.78
549,Lakatoro,VU,2022-08-02 23:45:51,-16.0999,167.4164,83.23,72,16,8.25
550,Ust-Tsilma,RU,2022-08-02 23:45:52,65.441,52.1498,59.02,66,84,4.32
551,Carbonia,IT,2022-08-02 23:45:52,39.1672,8.5222,79.02,48,19,3.13
552,San Francisco,US,2022-08-02 23:43:26,37.7749,-122.4194,94.32,72,75,28.01
553,Dicabisagan,PH,2022-08-02 23:45:52,17.0818,122.4157,77.97,90,100,1.74
554,Bereda,ES,2022-08-02 23:45:53,43.2686,-7.5406,66.58,100,60,5.35
555,Carlyle,US,2022-08-02 23:45:53,38.6103,-89.3726,85.21,67,0,3.0
556,Cairns,AU,2022-08-02 23:46:54,-16.9167,145.7667,80.11,70,31,12.66
557,Van,TR,2022-08-02 23:46:54,38.4924,43.3831,70.95,37,0,2.3
558,Kharan,PK,2022-08-02 23:44:31,28.5833,65.4167,89.55,22,27,2.01
559,Aitape,PG,2022-08-02 23:46:55,-3.1374,142.3475,84.27,71,100,7.16
560,Moindou,NC,2022-08-02 23:46:55,-21.6924,165.677,75.29,83,92,5.99
561,Knyaze-Volkonskoye,RU,2022-08-02 23:46:56,48.4642,135.4567,77.34,79,48,5.91
562,Arlit,NE,2022-08-02 23:43:26,18.7369,7.3853,93.36,28,0,8.25
563,Oksfjord,NO,2022-08-02 23:46:56,70.2396,22.3479,55.47,94,100,1.63
564,Parati,BR,2022-08-02 23:42:16,-23.2178,-44.7131,65.21,82,1,3.56
565,Vostok,RU,2022-08-02 23:46:23,46.4856,135.8833,77.58,64,60,2.91
566,Gat,IL,2022-08-02 23:46:57,31.61,34.7642,83.39,76,1,2.26
567,Amatenango Del Valle,MX,2022-08-02 23:46:57,16.5167,-92.45,62.53,82,35,7.72
568,Bulgan,MN,2022-08-02 23:46:58,48.8125,103.5347,59.5,96,100,1.57
569,Aksha,RU,2022-08-02 23:46:58,50.2814,113.2867,72.88,65,76,3.27
570,Purranque,CL,2022-08-02 23:46:58,-40.9167,-73.1667,40.33,97,52,0.58
571,Makakilo City,US,2022-08-02 23:46:59,21.3469,-158.0858,82.72,57,75,18.41
572,Seredka,RU,2022-08-02 23:46:59,58.1584,28.1858,55.15,93,97,5.03
573,Pathein,MM,2022-08-02 23:47:00,16.7833,94.7333,77.9,92,87,4.61
574,Muborak,UZ,2022-08-02 23:47:00,39.2553,65.1528,75.97,33,5,1.79
575,Lorengau,PG,2022-08-02 23:47:00,-2.0226,147.2712,84.65,70,88,13.96
576,Amahai,ID,2022-08-02 23:47:01,-3.3333,128.9167,79.47,82,98,2.84
577,Talant,FR,2022-08-02 23:47:01,47.3369,5.0089,70.41,53,0,6.91
578,Saint Simons,US,2022-08-02 23:46:50,31.1352,-81.3901,89.65,62,40,9.22
579,Taltal,CL,2022-08-02 23:45:09,-25.4,-70.4833,56.03,80,15,3.22
580,Stornoway,GB,2022-08-02 23:47:02,58.2093,-6.3865,57.16,92,75,14.97
581,Cururupu,BR,2022-08-02 23:47:02,-1.8283,-44.8683,74.61,89,17,3.78
582,Bonthe,SL,2022-08-02 23:47:03,7.5264,-12.505,75.36,81,99,6.53
583,Iquique,CL,2022-08-02 23:47:03,-20.2208,-70.1431,59.04,79,41,4.76
584,Eydhafushi,MV,2022-08-02 23:47:04,5.1033,73.0708,81.5,76,99,19.24
585,San Pascual,PH,2022-08-02 23:47:04,13.7975,121.0342,79.63,81,87,5.97
586,Kevsala,RU,2022-08-02 23:47:04,45.7983,42.6903,74.79,58,48,3.06
587,Yinchuan,CN,2022-08-02 23:43:11,38.4681,106.2731,81.07,51,39,9.98
588,Ayan,RU,2022-08-02 23:47:05,56.45,138.1667,56.66,96,100,11.61
